"Journal Data Filtered By:  Selected JCR Year: 2017 Selected Editions: SCIE,SSCI Selected Categories: 'BIOTECHNOLOGY & APPLIED MICROBIOLOGY' Selected Category Scheme: WoS",,,
Rank,Full Journal Title,Journal Impact Factor,Article Influence Score
38,Algal Research-Biomass Biofuels and Bioproducts,3.745,0.852
39,New Biotechnology,3.733,0.809
40,BMC GENOMICS,3.730,1.347
41,APPLIED AND ENVIRONMENTAL MICROBIOLOGY,3.633,1.167
42,MOLECULAR PLANT-MICROBE INTERACTIONS,3.588,1.248
43,INTERNATIONAL BIODETERIORATION & BIODEGRADATION,3.562,0.613
44,TISSUE ENGINEERING,3.508,0.893
45,Biotechnology Journal,3.507,0.884
46,Biofuels Bioproducts & Biorefining-Biofpr,3.376,1.197
47,BIOMASS & BIOENERGY,3.358,0.888
48,APPLIED MICROBIOLOGY AND BIOTECHNOLOGY,3.340,0.828
49,BIOCHEMICAL ENGINEERING JOURNAL,3.226,0.606
50,GENE THERAPY,3.203,0.917
51,JOURNAL OF INDUSTRIAL MICROBIOLOGY & BIOTECHNOLOGY,3.103,0.682
52,Artificial Cells Nanomedicine and Biotechnology,3.026,0.307
53,DISEASE MARKERS,2.949,0.651
54,ENZYME AND MICROBIAL TECHNOLOGY,2.932,0.568
55,GM Crops & Food-Biotechnology in Agriculture and the Food Chain,2.913,Not Available
56,GENOMICS,2.910,1.226
57,Advances in Biochemical Engineering-Biotechnology,2.795,0.603
58,BIOFOULING,2.786,0.709
59,FOOD AND BIOPRODUCTS PROCESSING,2.744,0.664
60,MAMMALIAN GENOME,2.687,1.118
61,OncoTargets and Therapy,2.656,0.539
62,PROCESS BIOCHEMISTRY,2.616,0.566
63,FEMS YEAST RESEARCH,2.609,0.880
64,BMC BIOTECHNOLOGY,2.605,0.683
65,JOURNAL OF CHEMICAL TECHNOLOGY AND BIOTECHNOLOGY,2.587,0.520
66,Biomed Research International,2.583,0.709
67,JOURNAL OF BIOTECHNOLOGY,2.533,0.688
68,JOURNAL OF GENERAL VIROLOGY,2.514,0.835
69,MICROBES AND ENVIRONMENTS,2.476,0.597
70,BIODEGRADATION,2.410,0.544
71,JOURNAL OF APPLIED PHYCOLOGY,2.401,0.493
72,MUTATION RESEARCH-FUNDAMENTAL AND MOLECULAR MECHANISMS OF MUTAGENESIS,2.398,0.818
73,ENGINEERING IN LIFE SCIENCES,2.385,0.534
74,OMICS-A JOURNAL OF INTEGRATIVE BIOLOGY,2.370,0.766
75,JOURNAL OF BIOMOLECULAR SCREENING,2.355,0.739
76,Probiotics and Antimicrobial Proteins,2.345,0.390
77,MARINE BIOTECHNOLOGY,2.328,0.684
78,Human Gene Therapy Methods,2.300,0.713
79,YEAST,2.283,0.744
80,Pharmacogenetics and Genomics,2.250,0.712
81,Human Vaccines & Immunotherapeutics,2.229,0.734
82,BMC BIOINFORMATICS,2.213,1.313
83,TRANSGENIC RESEARCH,2.197,0.548
84,JOURNAL OF APPLIED MICROBIOLOGY,2.160,0.628
85,BIOPROCESS AND BIOSYSTEMS ENGINEERING,2.139,0.430
86,BIOLOGICAL CONTROL,2.112,0.565
87,WORLD JOURNAL OF MICROBIOLOGY & BIOTECHNOLOGY,2.100,0.425
88,JOURNAL OF ANTIBIOTICS,2.033,0.598
89,JOURNAL OF BIOSCIENCE AND BIOENGINEERING,2.015,0.476
90,PLANT CELL TISSUE AND ORGAN CULTURE,2.004,0.353
91,MUTATION RESEARCH-GENETIC TOXICOLOGY AND ENVIRONMENTAL MUTAGENESIS,1.996,0.492
92,BIOMARKERS,1.976,0.516
93,BIOTECHNOLOGY PROGRESS,1.947,0.449
94,International Journal of Genomics,1.904,0.578
95,GENOME,1.892,0.506
96,ELECTRONIC JOURNAL OF BIOTECHNOLOGY,1.881,0.294
96,PROTEIN ENGINEERING DESIGN & SELECTION,1.881,0.816
98,BIOLOGICALS,1.872,0.429
99,BIOTECHNOLOGY LETTERS,1.846,0.389
100,Journal of Zhejiang University-SCIENCE B,1.815,0.396
100,MOLECULAR BIOTECHNOLOGY,1.815,0.445
102,APPLIED BIOCHEMISTRY AND BIOTECHNOLOGY,1.797,0.369
103,AMERICAN JOURNAL OF ENOLOGY AND VITICULTURE,1.765,0.405
104,JOURNAL OF APPLIED GENETICS,1.756,0.530
104,JOURNAL OF VIROLOGICAL METHODS,1.756,0.454
106,CRITICAL REVIEWS IN EUKARYOTIC GENE EXPRESSION,1.734,0.443
107,AMB Express,1.719,0.555
108,Biotechnology & Genetic Engineering Reviews,1.700,0.543
109,MOLECULAR AND CELLULAR PROBES,1.689,0.418
110,JOURNAL OF MICROBIOLOGY AND BIOTECHNOLOGY,1.650,0.399
111,JOURNAL OF GENE MEDICINE,1.647,0.539
112,Bioengineered,1.639,0.564
113,JOURNAL OF BIOACTIVE AND COMPATIBLE POLYMERS,1.598,0.258
114,NEW GENETICS AND SOCIETY,1.571,0.491
115,Algorithms for Molecular Biology,1.536,1.052
116,JOURNAL OF FOOD PROTECTION,1.510,0.458
117,3 Biotech,1.497,0.303
118,LETTERS IN APPLIED MICROBIOLOGY,1.471,0.440
119,JOURNAL OF MOLECULAR MICROBIOLOGY AND BIOTECHNOLOGY,1.462,0.529
120,CYTOTECHNOLOGY,1.461,0.336
121,INTERNATIONAL JOURNAL OF BIOLOGICAL MARKERS,1.449,0.236
122,BIOTECHNOLOGY AND APPLIED BIOCHEMISTRY,1.440,0.275
123,Cellular Reprogramming,1.430,0.391
124,ANNALS OF MICROBIOLOGY,1.407,0.293
125,PLANT BREEDING,1.392,0.423
126,CHEMICAL AND BIOCHEMICAL ENGINEERING QUARTERLY,1.383,0.226
127,PROTEIN EXPRESSION AND PURIFICATION,1.338,0.368
128,FOLIA MICROBIOLOGICA,1.311,0.329
129,INDIAN JOURNAL OF MICROBIOLOGY,1.310,0.259
130,Current Nanoscience,1.306,0.163
131,Plant Biotechnology Reports,1.301,0.366
132,JOURNAL OF FOOD SAFETY,1.275,0.257
133,BIOSCIENCE BIOTECHNOLOGY AND BIOCHEMISTRY,1.255,0.302
134,CANADIAN JOURNAL OF MICROBIOLOGY,1.243,0.330
135,PREPARATIVE BIOCHEMISTRY & BIOTECHNOLOGY,1.241,0.226
136,BIOTECHNOLOGY & BIOTECHNOLOGICAL EQUIPMENT,1.227,0.165
137,BIOTECHNOLOGY AND BIOPROCESS ENGINEERING,1.226,0.255
138,JOURNAL OF COMPUTATIONAL BIOLOGY,1.191,1.341
139,FOOD TECHNOLOGY AND BIOTECHNOLOGY,1.168,0.307
140,BIOTECHNIC & HISTOCHEMISTRY,1.074,0.225
141,BIOCATALYSIS AND BIOTRANSFORMATION,1.060,0.176
142,ANIMAL BIOTECHNOLOGY,0.928,0.207
143,BIOCONTROL SCIENCE AND TECHNOLOGY,0.918,0.231
144,JOURNAL OF THE AMERICAN SOCIETY OF BREWING CHEMISTS,0.880,0.126
145,BIOCONTROL SCIENCE,0.806,0.158
145,Crop Breeding and Applied Biotechnology,0.806,0.123
147,INTERNATIONAL MICROBIOLOGY,0.796,0.412
148,JOURNAL OF GENERAL AND APPLIED MICROBIOLOGY,0.789,0.278
149,APPLIED BIOCHEMISTRY AND MICROBIOLOGY,0.707,0.153
150,Genes & Genomics,0.680,0.147
151,FOOD BIOTECHNOLOGY,0.595,0.208
152,Plant Biotechnology,0.547,0.228
153,CHIMICA OGGI-CHEMISTRY TODAY,0.396,0.085
154,INDIAN JOURNAL OF BIOTECHNOLOGY,0.368,0.105
155,MINERVA BIOTECNOLOGICA,0.365,0.038
156,BIOPHARM INTERNATIONAL,0.339,0.048
157,Iranian Journal of Biotechnology,0.338,0.082
158,Romanian Biotechnological Letters,0.321,0.065
159,GENETIC COUNSELING,0.140,0.106
160,BIOTECHNOLOGY LAW REPORT,0.118,0.013
161,SLAS Discovery,Not Available,Not Available
Copyright © 2019 Clarivate Analytics,,,
"By exporting the selected data, you agree to the data usage policy set forth in the Terms of Use",,,
