"Journal Data Filtered By:  Selected JCR Year: 2018 Selected Editions: SCIE,SSCI Selected Categories: 'NANOSCIENCE & NANOTECHNOLOGY' Selected Category Scheme: WoS",,,,,
Rank,Full Journal Title,Total Cites,Journal Impact Factor,Eigenfactor Score,Article Influence Score
50,PRECISION ENGINEERING-JOURNAL OF THE INTERNATIONAL SOCIETIES FOR PRECISION ENGINEERING AND NANOTECHNOLOGY,"4,228",2.685,0.005320,0.585
51,JOURNAL OF MICROELECTROMECHANICAL SYSTEMS,"6,829",2.621,0.005140,0.466
52,Biomicrofluidics,"3,914",2.531,0.007650,0.735
53,Journal of Experimental Nanoscience,"1,133",2.482,0.001560,0.258
54,Microfluidics and Nanofluidics,"5,196",2.437,0.007400,0.577
55,Micromachines,"2,708",2.426,0.004850,0.435
56,BIOMEDICAL MICRODEVICES,"3,527",2.327,0.003880,0.547
57,IEEE TRANSACTIONS ON NANOTECHNOLOGY,"3,531",2.292,0.004840,0.497
58,Beilstein Journal of Nanotechnology,"4,022",2.269,0.008930,0.633
59,Nano Communication Networks,378,2.250,0.000400,Not Available
60,Journal of Nanomaterials,"9,024",2.233,0.014630,0.411
61,JOURNAL OF MICROMECHANICS AND MICROENGINEERING,"11,286",2.141,0.009100,0.448
62,Advances in Nano Research,193,2.109,0.000270,Not Available
63,ACM Journal on Emerging Technologies in Computing Systems,551,2.055,0.001360,0.520
64,JOURNAL OF NANOPARTICLE RESEARCH,"13,067",2.009,0.013390,0.371
65,Photonics and Nanostructures-Fundamentals and Applications,832,1.957,0.001330,0.412
66,BioChip Journal,420,1.950,0.000720,0.263
67,IEEE TRANSACTIONS ON NANOBIOSCIENCE,"1,450",1.927,0.002640,0.506
68,IET Nanobiotechnology,890,1.925,0.001000,0.232
69,Colloid and Interface Science Communications,265,1.870,0.000510,Not Available
70,REVIEWS ON ADVANCED MATERIALS SCIENCE,"1,657",1.828,0.001880,0.399
71,Recent Patents on Nanotechnology,345,1.750,0.000430,0.340
72,MICROELECTRONIC ENGINEERING,"7,987",1.654,0.008240,0.310
73,Nanomaterials and Nanotechnology,391,1.600,0.000750,0.335
74,Current Nanoscience,"1,195",1.586,0.001220,0.179
75,AIP Advances,"9,500",1.579,0.025440,0.421
76,MICROSYSTEM TECHNOLOGIES-MICRO-AND NANOSYSTEMS-INFORMATION STORAGE AND PROCESSING SYSTEMS,"3,976",1.513,0.004710,0.210
77,MICROELECTRONICS RELIABILITY,"6,983",1.483,0.006730,0.259
78,Materials Express,716,1.465,0.001170,0.293
79,Journal of Nanophotonics,"1,071",1.429,0.001420,0.246
80,FULLERENES NANOTUBES AND CARBON NANOSTRUCTURES,997,1.411,0.001170,0.167
81,JOURNAL OF VACUUM SCIENCE & TECHNOLOGY B,"8,092",1.351,0.005750,0.305
82,NANO,"1,062",1.293,0.001320,0.165
83,MICROELECTRONICS JOURNAL,"3,059",1.284,0.002920,0.246
84,Journal of Micro-Nanolithography MEMS and MOEMS,954,1.193,0.001310,0.187
85,Science of Advanced Materials,"2,196",1.158,0.003140,0.142
86,JOURNAL OF NANOSCIENCE AND NANOTECHNOLOGY,"15,201",1.093,0.014150,0.137
87,Journal of Nanoelectronics and Optoelectronics,654,0.989,0.000680,0.069
88,Micro & Nano Letters,"1,499",0.975,0.001890,0.138
89,Synthesis and Reactivity in Inorganic Metal-Organic and Nano-Metal Chemistry,"1,772",0.784,0.001300,0.087
90,Journal of Laser Micro Nanoengineering,455,0.733,0.000530,0.141
91,Inorganic and Nano-Metal Chemistry,197,0.685,0.000290,0.081
92,Digest Journal of Nanomaterials and Biostructures,"1,654",0.638,0.001090,0.105
93,Journal of Nano Research,472,0.589,0.000620,0.099
94,International Journal of Nanotechnology,507,0.578,0.000480,0.079
Copyright © 2019 Clarivate Analytics,,,,,
"By exporting the selected data, you agree to the data usage policy set forth in the Terms of Use",,,,,
