"Journal Data Filtered By:  Selected JCR Year: 2018 Selected Editions: SCIE,SSCI Selected Categories: 'AGRICULTURE, MULTIDISCIPLINARY','AGRONOMY','FISHERIES','FORESTRY','HORTICULTURE','SOIL SCIENCE' Selected Category Scheme: WoS",,,,,
Rank,Full Journal Title,Total Cites,Journal Impact Factor,Eigenfactor Score,Article Influence Score
221,Journal of Agricultural Science and Technology,"1,470",0.828,0.002030,0.213
222,ACTA AGRICULTURAE SCANDINAVICA SECTION B-SOIL AND PLANT SCIENCE,"1,070",0.810,0.001170,0.199
223,Fruits,665,0.807,0.000520,0.191
224,GRASSLAND SCIENCE,418,0.806,0.000490,0.241
225,INTERNATIONAL JOURNAL OF AGRICULTURE AND BIOLOGY,"2,793",0.802,0.002120,0.159
226,FORESTRY CHRONICLE,"1,340",0.800,0.000850,0.263
227,Cerne,764,0.795,0.000850,0.182
228,Gesunde Pflanzen,169,0.789,0.000230,0.197
229,Revista Ciencia Agronomica,970,0.785,0.001500,0.215
230,CAHIERS AGRICULTURES,438,0.780,0.000370,0.115
231,Journal of Forest Research,891,0.777,0.000740,0.210
232,BALTIC FORESTRY,380,0.754,0.000560,0.185
233,FISH PATHOLOGY,846,0.742,0.000300,0.165
234,SILVAE GENETICA,864,0.741,0.000230,0.139
235,Turkish Journal of Fisheries and Aquatic Sciences,"1,096",0.738,0.001480,0.194
236,ALLELOPATHY JOURNAL,665,0.729,0.000360,0.101
237,NEW ZEALAND JOURNAL OF CROP AND HORTICULTURAL SCIENCE,693,0.727,0.000240,0.154
238,EUROPEAN JOURNAL OF HORTICULTURAL SCIENCE,355,0.726,0.000400,0.171
239,Journal of Seed Science,179,0.724,0.000400,Not Available
240,CEREAL RESEARCH COMMUNICATIONS,808,0.708,0.000600,0.142
241,Journal of Plant Registrations,614,0.692,0.000750,0.174
242,Sylwan,781,0.691,0.000550,0.078
243,Turkish Journal of Field Crops,294,0.690,0.000310,0.128
244,Revista Brasileira de Fruticultura,"1,702",0.689,0.001130,0.137
245,COMMUNICATIONS IN SOIL SCIENCE AND PLANT ANALYSIS,"5,644",0.687,0.002690,0.165
246,Latin American Journal of Aquatic Research,745,0.670,0.001580,0.225
247,PESQUISA AGROPECUARIA BRASILEIRA,"3,813",0.668,0.002360,0.209
248,ACTA ICHTHYOLOGICA ET PISCATORIA,482,0.667,0.000690,0.232
249,AGROCHIMICA,221,0.653,0.000160,0.092
250,Czech Journal of Genetics and Plant Breeding,275,0.652,0.000280,0.163
250,New Medit,257,0.652,0.000240,0.117
252,HORTTECHNOLOGY,"2,131",0.651,0.001160,0.158
253,IRISH JOURNAL OF AGRICULTURAL AND FOOD RESEARCH,413,0.645,0.000300,0.294
254,Journal of Agrometeorology,410,0.644,0.000290,0.073
255,HORTICULTURAL SCIENCE,337,0.623,0.000250,0.144
256,PAKISTAN JOURNAL OF AGRICULTURAL SCIENCES,869,0.618,0.001150,0.136
257,FOREST PRODUCTS JOURNAL,"2,332",0.609,0.000480,0.144
258,BOLETIM DO INSTITUTO DE PESCA,537,0.599,0.000550,0.120
259,Korean Journal of Horticultural Science & Technology,370,0.589,0.000420,0.074
260,Horticultura Brasileira,"1,225",0.585,0.000700,0.121
261,Madera y Bosques,314,0.583,0.000250,0.115
262,MAYDICA,680,0.578,0.000310,0.146
263,JOURNAL OF TROPICAL FOREST SCIENCE,801,0.568,0.000570,0.152
264,Revista Caatinga,587,0.554,0.000790,0.116
264,Revista Chapingo Serie Ciencias Forestales y del Ambiente,219,0.554,0.000210,0.108
266,CIENCIA RURAL,"3,594",0.553,0.003510,0.150
267,Folia Horticulturae,162,0.532,0.000160,Not Available
268,CIENCIA FLORESTAL,998,0.529,0.001040,0.147
268,Journal of Animal and Plant Sciences,"1,620",0.529,0.002390,0.125
270,SEED SCIENCE AND TECHNOLOGY,"1,373",0.508,0.000490,0.140
271,Scientia Forestalis,710,0.503,0.000780,0.158
272,BOSQUE,516,0.500,0.000510,0.154
273,IRANIAN JOURNAL OF FISHERIES SCIENCES,505,0.495,0.000850,0.140
274,JARQ-JAPAN AGRICULTURAL RESEARCH QUARTERLY,625,0.484,0.000410,0.129
275,BULLETIN OF THE EUROPEAN ASSOCIATION OF FISH PATHOLOGISTS,584,0.483,0.000210,0.119
276,Romanian Agricultural Research,218,0.469,0.000270,0.099
277,Genetika-Belgrade,368,0.459,0.000500,0.084
278,Acta Scientiarum Polonorum-Hortorum Cultus,515,0.443,0.000740,0.124
279,Tropical Grasslands-Forrajes Tropicales,108,0.441,0.000280,Not Available
280,Sumarski List,233,0.421,0.000140,0.063
281,Landbauforschung,79,0.406,0.000130,0.109
282,Bioscience Journal,965,0.375,0.001520,0.102
283,AGROCIENCIA,604,0.370,0.000360,0.081
283,Semina-Ciencias Agrarias,"1,538",0.370,0.002550,0.106
285,BERICHTE UBER LANDWIRTSCHAFT,102,0.367,0.000120,0.081
285,REVISTA ARVORE,"1,745",0.367,0.001190,0.157
287,Austrian Journal of Forest Science,71,0.354,0.000060,0.055
288,Horticultural Science & Technology,37,0.346,0.000040,0.045
288,ITEA-Informacion Tecnica Economica Agraria,81,0.346,0.000100,0.061
288,PHILIPPINE AGRICULTURAL SCIENTIST,272,0.346,0.000200,0.065
291,Agrarforschung Schweiz,150,0.342,0.000170,0.044
292,BOIS ET FORETS DES TROPIQUES,180,0.340,0.000140,0.086
292,Bioagro,120,0.340,0.000090,Not Available
294,Legume Research,471,0.336,0.000430,0.047
295,Revista Fitotecnia Mexicana,422,0.326,0.000300,0.101
296,Ciencia e Investigacion Agraria,324,0.307,0.000310,0.114
297,Propagation of Ornamental Plants,115,0.303,0.000060,0.046
298,ISRAELI JOURNAL OF AQUACULTURE-BAMIDGEH,496,0.287,0.000360,0.095
299,AGRICULTURAL HISTORY,342,0.278,0.000130,0.103
300,Tarim Bilimleri Dergisi-Journal of Agricultural Sciences,283,0.269,0.000290,0.093
301,INDIAN JOURNAL OF FISHERIES,702,0.258,0.000540,0.079
302,INDIAN JOURNAL OF AGRICULTURAL SCIENCES,"1,219",0.253,0.000830,0.048
303,MITTEILUNGEN KLOSTERNEUBURG,79,0.217,0.000060,0.031
304,JOURNAL OF THE FACULTY OF AGRICULTURE KYUSHU UNIVERSITY,346,0.216,0.000200,0.047
305,JOURNAL OF THE AMERICAN POMOLOGICAL SOCIETY,192,0.204,0.000100,0.060
305,Revista de la Facultad de Agronomia de la Universidad del Zulia,112,0.204,0.000030,0.013
307,CALIFORNIA FISH AND GAME,382,0.182,0.000140,0.096
308,NIPPON SUISAN GAKKAISHI,"1,333",0.177,0.000280,0.039
309,ALLGEMEINE FORST UND JAGDZEITUNG,260,0.147,0.000080,0.069
310,Philippine Journal of Crop Science,114,0.135,0.000060,0.039
311,INTERNATIONAL SUGAR JOURNAL,293,0.121,0.000160,0.030
312,Indian Journal of Horticulture,311,0.108,0.000330,0.043
313,Range Management and Agroforestry,65,0.103,0.000090,0.034
314,Cuadernos de Desarrollo Rural,125,0.087,0.000090,0.080
315,JOURNAL OF THE PROFESSIONAL ASSOCIATION FOR CACTUS DEVELOPMENT,118,0.067,0.000040,0.097
Copyright © 2019 Clarivate Analytics,,,,,
"By exporting the selected data, you agree to the data usage policy set forth in the Terms of Use",,,,,
