"Journal Data Filtered By:  Selected JCR Year: 2017 Selected Editions: SCIE,SSCI Selected Categories: 'CLINICAL NEUROLOGY' Selected Category Scheme: WoS",,,
Rank,Full Journal Title,Journal Impact Factor,Article Influence Score
121,OTOLOGY & NEUROTOLOGY,2.182,0.584
122,BMC Neurology,2.170,0.794
123,Journal of Neurosurgery-Pediatrics,2.162,0.661
124,JOURNAL OF NEURO-OPHTHALMOLOGY,2.152,0.686
125,Parkinsons Disease,2.117,0.662
126,BEHAVIOURAL NEUROLOGY,2.088,0.589
127,ACTA NEUROLOGICA BELGICA,2.072,0.447
128,NEUROPHYSIOLOGIE CLINIQUE-CLINICAL NEUROPHYSIOLOGY,2.045,0.607
129,Sleep and Breathing,2.030,0.655
130,CANADIAN JOURNAL OF NEUROLOGICAL SCIENCES,2.006,0.538
131,Clinical Spine Surgery,1.987,0.670
132,JOURNAL OF CLINICAL NEUROPHYSIOLOGY,1.982,0.603
133,JOURNAL OF NEUROIMAGING,1.953,0.602
134,ALZHEIMER DISEASE & ASSOCIATED DISORDERS,1.940,0.933
134,JOURNAL OF NERVOUS AND MENTAL DISEASE,1.940,0.663
136,NEUROLOGIA,1.938,0.434
137,SPINAL CORD,1.936,0.608
138,ACTA NEUROCHIRURGICA,1.929,0.547
139,World Neurosurgery,1.924,0.580
140,NEUROPATHOLOGY,1.887,0.483
141,JOURNAL OF SPINAL CORD MEDICINE,1.882,0.612
142,Seminars in Pediatric Neurology,1.878,0.617
143,SEMINARS IN NEUROLOGY,1.870,0.651
144,JOURNAL OF NEUROPSYCHIATRY AND CLINICAL NEUROSCIENCES,1.854,0.802
145,JOURNAL OF CLINICAL AND EXPERIMENTAL NEUROPSYCHOLOGY,1.853,0.652
146,CLINICAL EEG AND NEUROSCIENCE,1.807,0.533
146,CLINICAL NEUROPSYCHOLOGIST,1.807,0.593
148,NEUROREHABILITATION,1.779,0.554
149,Journal of Neurosurgical Sciences,1.767,0.425
150,REVUE NEUROLOGIQUE,1.762,0.349
151,CLINICAL NEUROLOGY AND NEUROSURGERY,1.736,0.438
152,CURRENT NEUROVASCULAR RESEARCH,1.716,0.447
153,APHASIOLOGY,1.702,0.522
154,Operative Neurosurgery,1.670,Not Available
155,JOURNAL OF CHILD NEUROLOGY,1.665,0.525
156,JOURNAL OF CLINICAL NEUROSCIENCE,1.640,0.441
157,CLINICAL AUTONOMIC RESEARCH,1.635,0.469
158,NEUROPEDIATRICS,1.605,0.425
159,American Journal of Alzheimers Disease and Other Dementias,1.602,0.507
160,EUROPEAN NEUROLOGY,1.562,0.480
161,Applied Neuropsychology-Adult,1.558,0.367
162,BRAIN & DEVELOPMENT,1.544,0.502
163,EPILEPTIC DISORDERS,1.500,0.418
164,NEUROLOGICAL RESEARCH,1.449,0.372
165,Cognitive and Behavioral Neurology,1.444,0.439
166,NEUROLOGIA MEDICO-CHIRURGICA,1.403,0.328
167,Applied Neuropsychology-Child,1.388,0.482
168,CLINICAL NEUROPHARMACOLOGY,1.370,0.462
169,Developmental Neurorehabilitation,1.340,0.472
170,Pain Research & Management,1.270,0.646
171,BRITISH JOURNAL OF NEUROSURGERY,1.238,0.337
172,CHILDS NERVOUS SYSTEM,1.235,0.373
173,SCHMERZ,1.215,0.207
174,Annals of Indian Academy of Neurology,1.131,0.230
175,Journal of Neurological Surgery Part B-Skull Base,1.068,0.351
176,INTERVENTIONAL NEURORADIOLOGY,1.021,0.314
177,CLINICAL NEUROPATHOLOGY,1.015,0.350
178,Brain Impairment,0.977,0.268
179,Journal of Neurological Surgery Part A-Central European Neurosurgery,0.947,0.214
180,JOURNAL OF NEUROSCIENCE NURSING,0.945,0.305
181,Neurosciences,0.929,0.177
182,NEUROCASE,0.920,0.314
183,Journal of Korean Neurosurgical Society,0.860,0.234
184,PEDIATRIC NEUROSURGERY,0.819,0.260
185,Neurologia i Neurochirurgia Polska,0.817,0.219
186,Turkish Neurosurgery,0.775,0.189
187,NERVENARZT,0.738,0.152
188,NEUROLOGIST,0.722,0.210
189,NEUROCHIRURGIE,0.702,0.196
190,Sleep and Biological Rhythms,0.655,0.267
191,REVISTA DE NEUROLOGIA,0.601,0.108
192,FORTSCHRITTE DER NEUROLOGIE PSYCHIATRIE,0.395,0.101
193,Noropsikiyatri Arsivi-Archives of Neuropsychiatry,0.359,0.074
194,Zeitschrift fur Neuropsychologie,0.293,0.091
195,Ideggyogyaszati Szemle-Clinical Neuroscience,0.252,0.060
196,Neurology Asia,0.200,0.052
197,KLINISCHE NEUROPHYSIOLOGIE,0.158,0.017
Copyright © 2019 Clarivate Analytics,,,
"By exporting the selected data, you agree to the data usage policy set forth in the Terms of Use",,,
