"Journal Data Filtered By:  Selected JCR Year: 2017 Selected Editions: SCIE,SSCI Selected Categories: 'IMMUNOLOGY' Selected Category Scheme: WoS",,,
Rank,Full Journal Title,Journal Impact Factor,Article Influence Score
138,INDIAN JOURNAL OF MEDICAL RESEARCH,1.508,0.450
139,INTERNATIONAL JOURNAL OF STD & AIDS,1.494,0.424
140,JOURNAL OF BIOLOGICAL REGULATORS AND HOMEOSTATIC AGENTS,1.397,0.283
141,CRITICAL REVIEWS IN IMMUNOLOGY,1.352,1.021
142,TISSUE ANTIGENS,1.348,0.465
143,MICROBIOLOGY AND IMMUNOLOGY,1.335,0.437
144,Indian Journal of Medical Microbiology,1.157,0.280
145,ACTA MICROBIOLOGICA ET IMMUNOLOGICA HUNGARICA,1.107,0.147
146,Iranian Journal of Allergy Asthma and Immunology,1.049,0.213
147,International Journal of Immunogenetics,1.000,0.226
148,ASIAN PACIFIC JOURNAL OF ALLERGY AND IMMUNOLOGY,0.976,0.278
148,LYMPHOLOGY,0.976,0.574
150,European Journal of Inflammation,0.936,0.085
150,TRANSFUSION CLINIQUE ET BIOLOGIQUE,0.936,0.190
152,ISJ-Invertebrate Survival Journal,0.806,0.228
152,TRANSPLANTATION PROCEEDINGS,0.806,0.249
154,Iranian Journal of Immunology,0.787,0.201
155,Pediatric Allergy Immunology and Pulmonology,0.533,0.200
Copyright © 2019 Clarivate Analytics,,,
"By exporting the selected data, you agree to the data usage policy set forth in the Terms of Use",,,
