"Journal Data Filtered By:  Selected JCR Year: 2017 Selected Editions: SCIE,SSCI Selected Categories: 'FOOD SCIENCE & TECHNOLOGY' Selected Category Scheme: WoS",,,
Rank,Full Journal Title,Journal Impact Factor,Article Influence Score
82,JOURNAL OF FOOD SAFETY,1.275,0.257
83,BIOSCIENCE BIOTECHNOLOGY AND BIOCHEMISTRY,1.255,0.302
84,INTERNATIONAL JOURNAL OF DAIRY TECHNOLOGY,1.225,0.270
85,Journal of Oleo Science,1.182,0.250
86,Journal of Food Measurement and Characterization,1.181,Not Available
87,JOURNAL OF DAIRY RESEARCH,1.170,0.386
88,FOOD TECHNOLOGY AND BIOTECHNOLOGY,1.168,0.307
89,Agribusiness,1.147,0.288
90,CEREAL CHEMISTRY,1.138,0.311
91,Journal of the Korean Society for Applied Biological Chemistry,1.129,0.164
92,JOURNAL OF AOAC INTERNATIONAL,1.087,0.234
93,Food Science and Technology,1.084,0.242
94,FOOD SCIENCE AND TECHNOLOGY INTERNATIONAL,1.081,0.287
95,Korean Journal for Food Science of Animal Resources,1.033,0.171
96,JOURNAL OF ESSENTIAL OIL RESEARCH,1.007,0.241
97,International Journal of Food Engineering,0.923,0.130
98,JOURNAL OF THE AMERICAN SOCIETY OF BREWING CHEMISTS,0.880,0.126
99,CZECH JOURNAL OF FOOD SCIENCES,0.868,0.198
99,JOURNAL OF THE INSTITUTE OF BREWING,0.868,0.222
101,JOURNAL INTERNATIONAL DES SCIENCES DE LA VIGNE ET DU VIN,0.848,0.278
102,JOURNAL OF FOOD QUALITY,0.841,0.234
103,Natural Product Communications,0.809,0.169
104,FOOD SCIENCE AND BIOTECHNOLOGY,0.786,0.180
105,OENO One,0.769,0.136
106,Journal of Food and Nutrition Research,0.687,0.165
107,Journal of Aquatic Food Product Technology,0.682,0.127
108,SOUTH AFRICAN JOURNAL OF ENOLOGY AND VITICULTURE,0.636,0.243
109,ITALIAN JOURNAL OF FOOD SCIENCE,0.615,0.100
110,Emirates Journal of Food and Agriculture,0.609,Not Available
111,FOOD BIOTECHNOLOGY,0.595,0.208
112,Journal fur Verbraucherschutz und Lebensmittelsicherheit-Journal of Consumer Protection and Food Safety,0.581,0.173
113,AGRICULTURAL AND FOOD SCIENCE,0.580,0.353
114,GRASAS Y ACEITES,0.564,0.205
115,International Food Research Journal,0.559,Not Available
116,Quality Assurance and Safety of Crops & Foods,0.558,0.139
117,Ciencia e Tecnica Vitivinicola,0.550,0.176
118,FOOD AND DRUG LAW JOURNAL,0.543,0.160
119,Journal of Oil Palm Research,0.427,0.109
120,ACTA ALIMENTARIA,0.384,0.065
121,FOOD SCIENCE AND TECHNOLOGY RESEARCH,0.379,0.126
122,Food Hygiene and Safety Science,0.373,0.074
123,IRISH JOURNAL OF AGRICULTURAL AND FOOD RESEARCH,0.303,0.307
124,Journal of Food Safety and Food Quality-Archiv fur Lebensmittelhygiene,0.292,0.065
125,Sugar Industry-Zuckerindustrie,0.288,0.063
126,LISTY CUKROVARNICKE A REPARSKE,0.277,0.028
127,JOURNAL OF THE JAPANESE SOCIETY FOR FOOD SCIENCE AND TECHNOLOGY-NIPPON SHOKUHIN KAGAKU KOGAKU KAISHI,0.273,0.040
128,Rivista Italiana delle Sostanze Grasse,0.185,0.057
129,FOOD TECHNOLOGY,0.141,0.044
130,FLEISCHWIRTSCHAFT,0.139,0.011
131,MITTEILUNGEN KLOSTERNEUBURG,0.074,0.013
132,INTERNATIONAL SUGAR JOURNAL,0.067,0.022
133,DEUTSCHE LEBENSMITTEL-RUNDSCHAU,0.045,0.008
Copyright © 2019 Clarivate Analytics,,,
"By exporting the selected data, you agree to the data usage policy set forth in the Terms of Use",,,
