"Journal Data Filtered By:  Selected JCR Year: 2017 Selected Editions: SCIE,SSCI Selected Categories: 'MATHEMATICS, INTERDISCIPLINARY APPLICATIONS' Selected Category Scheme: WoS",,,
Rank,Full Journal Title,Journal Impact Factor,Article Influence Score
29,ENGINEERING ANALYSIS WITH BOUNDARY ELEMENTS,2.138,0.564
30,CELESTIAL MECHANICS & DYNAMICAL ASTRONOMY,2.121,0.660
31,PSYCHOMETRIKA,2.089,1.579
32,JOURNAL OF MATHEMATICAL CHEMISTRY,1.882,0.300
33,COMPLEXITY,1.829,0.448
34,FINANCE AND STOCHASTICS,1.750,2.385
35,COMBUSTION THEORY AND MODELLING,1.744,0.729
36,INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN FLUIDS,1.673,0.793
37,EDUCATIONAL AND PSYCHOLOGICAL MEASUREMENT,1.663,1.284
38,JOURNAL OF ECONOMETRICS,1.632,2.601
39,FRACTALS-COMPLEX GEOMETRY PATTERNS AND SCALING IN NATURE AND SOCIETY,1.629,0.329
40,Mathematical Geosciences,1.573,0.715
41,Scandinavian Actuarial Journal,1.550,0.819
42,INTERNATIONAL JOURNAL OF BIFURCATION AND CHAOS,1.501,0.382
43,JOURNAL OF CHEMOMETRICS,1.500,0.394
44,SIAM-ASA Journal on Uncertainty Quantification,1.370,Not Available
45,Extremes,1.368,0.875
46,OPTIMIZATION AND ENGINEERING,1.352,0.749
47,ENVIRONMETRICS,1.321,0.958
48,IMA Journal of Management Mathematics,1.277,0.427
49,INSURANCE MATHEMATICS & ECONOMICS,1.265,0.717
50,Econometric Reviews,1.218,1.599
51,BRITISH JOURNAL OF MATHEMATICAL & STATISTICAL PSYCHOLOGY,1.214,2.163
51,JOURNAL OF CLASSIFICATION,1.214,1.206
53,Networks and Heterogeneous Media,1.187,0.885
54,ENGINEERING COMPUTATIONS,1.177,0.337
55,QUANTITATIVE FINANCE,1.170,0.505
56,Econometrics Journal,1.152,1.789
57,MATHEMATICAL PROBLEMS IN ENGINEERING,1.145,0.272
58,INVERSE PROBLEMS IN SCIENCE AND ENGINEERING,1.125,0.347
59,Mathematical Modelling of Natural Phenomena,1.101,0.491
60,JOURNAL OF ENGINEERING MATHEMATICS,1.099,0.393
61,Mathematics and Financial Economics,1.083,Not Available
62,Dynamic Games and Applications,1.073,0.840
63,ECONOMETRIC THEORY,1.069,2.115
64,APPLIED STOCHASTIC MODELS IN BUSINESS AND INDUSTRY,1.062,0.473
65,Computational Economics,1.038,0.331
66,Spatial Statistics,1.026,0.927
67,International Journal for Multiscale Computational Engineering,1.016,0.384
68,Journal of Mathematical Fluid Mechanics,1.013,0.982
69,LIFETIME DATA ANALYSIS,1.000,0.854
70,Journal of Industrial and Management Optimization,0.994,0.351
71,International Journal for Uncertainty Quantification,0.967,0.582
72,SIAM Journal on Financial Mathematics,0.961,1.292
73,Astin Bulletin,0.906,0.681
74,Nonlinear Analysis-Modelling and Control,0.896,0.304
75,MATHEMATICS OF CONTROL SIGNALS AND SYSTEMS,0.875,0.926
75,NATURAL RESOURCE MODELING,0.875,0.282
77,ENVIRONMENTAL AND ECOLOGICAL STATISTICS,0.829,0.473
78,JOURNAL OF TIME SERIES ANALYSIS,0.826,1.214
79,INTERNATIONAL JOURNAL OF NUMERICAL MODELLING-ELECTRONIC NETWORKS DEVICES AND FIELDS,0.816,0.154
80,International Journal of Computational Methods,0.805,0.321
81,ADVANCES IN COMPLEX SYSTEMS,0.769,0.281
82,DISCRETE DYNAMICS IN NATURE AND SOCIETY,0.757,0.204
83,JOURNAL OF COMPUTATIONAL ACOUSTICS,0.741,0.264
84,Economic Computation and Economic Cybernetics Studies and Research,0.664,0.093
85,Computational and Mathematical Organization Theory,0.641,0.213
86,FLUCTUATION AND NOISE LETTERS,0.625,0.173
87,MATHEMATICAL SOCIAL SCIENCES,0.604,0.509
88,ARCHIVE FOR HISTORY OF EXACT SCIENCES,0.583,0.472
89,CMES-COMPUTER MODELING IN ENGINEERING & SCIENCES,0.581,0.238
90,International Journal of Wavelets Multiresolution and Information Processing,0.540,0.170
90,Journal of Grey System,0.540,0.045
92,Journal of Systems Science & Complexity,0.530,0.194
93,JOURNAL OF MATHEMATICAL SOCIOLOGY,0.517,0.257
94,Journal of Cellular Automata,0.511,0.111
95,INTERNATIONAL JOURNAL OF GAME THEORY,0.500,0.620
96,JOURNAL OF MATHEMATICAL ECONOMICS,0.470,0.598
97,CMC-Computers Materials & Continua,0.400,0.111
98,Statistics and Its Interface,0.398,0.367
99,Revista Internacional de Metodos Numericos para Calculo y Diseno en Ingenieria,0.369,0.109
100,Mathematical Population Studies,0.269,0.176
101,HISTORIA MATHEMATICA,0.267,0.300
102,Bollettino di Storia delle Scienze Matematiche,0.154,0.051
103,Journal of Mathematics and Music,0.143,0.029
Copyright © 2019 Clarivate Analytics,,,
"By exporting the selected data, you agree to the data usage policy set forth in the Terms of Use",,,
