"Journal Data Filtered By:  Selected JCR Year: 2018 Selected Editions: SCIE,SSCI Selected Categories: 'ANATOMY & MORPHOLOGY','CHEMISTRY, MEDICINAL','IMMUNOLOGY','MEDICINE, RESEARCH & EXPERIMENTAL','NEUROSCIENCES','PATHOLOGY','PHARMACOLOGY & PHARMACY','PHYSIOLOGY','PSYCHOLOGY, CLINICAL','TOXICOLOGY' Selected Category Scheme: WoS",,,,,
Rank,Full Journal Title,Total Cites,Journal Impact Factor,Eigenfactor Score,Article Influence Score
167,CRITICAL REVIEWS IN TOXICOLOGY,"4,153",4.771,0.003440,1.416
168,Vaccines,"1,077",4.760,0.003910,Not Available
169,INFECTIOUS DISEASE CLINICS OF NORTH AMERICA,"2,765",4.757,0.005160,1.657
170,JOURNAL OF MOLECULAR MEDICINE-JMM,"7,195",4.746,0.010870,1.442
171,EXPERIMENTAL AND MOLECULAR MEDICINE,"4,046",4.743,0.007380,1.391
171,TRANSPLANTATION,"24,971",4.743,0.032790,1.399
173,CLINICAL AND EXPERIMENTAL ALLERGY,"11,312",4.741,0.012900,1.406
174,EXERCISE AND SPORT SCIENCES REVIEWS,"3,157",4.739,0.003010,1.843
175,JOURNAL OF IMMUNOLOGY,"127,940",4.718,0.124360,1.712
176,Frontiers in Immunology,"27,827",4.716,0.085840,1.614
177,ANTIMICROBIAL AGENTS AND CHEMOTHERAPY,"65,138",4.715,0.086610,1.361
178,EUROPEAN JOURNAL OF PHARMACEUTICS AND BIOPHARMACEUTICS,"16,651",4.708,0.016480,0.927
179,DRUG METABOLISM REVIEWS,"2,590",4.702,0.002050,1.128
180,Stem Cell Reviews and Reports,"2,436",4.697,0.004690,0.999
181,EUROPEAN JOURNAL OF IMMUNOLOGY,"22,037",4.695,0.024720,1.435
182,Personality Disorders-Theory Research and Treatment,"1,608",4.687,0.004930,1.632
183,CANCER GENE THERAPY,"2,842",4.681,0.003200,0.691
184,CLINICAL PHARMACOKINETICS,"8,333",4.680,0.009020,1.466
185,BONE MARROW TRANSPLANTATION,"12,031",4.674,0.020690,1.570
186,EPMA Journal,815,4.661,0.001320,Not Available
187,JOURNAL OF CELLULAR AND MOLECULAR MEDICINE,"12,391",4.658,0.015750,0.992
188,Annals of Clinical and Translational Neurology,"1,858",4.656,0.008750,1.678
189,PEDIATRIC ALLERGY AND IMMUNOLOGY,"4,360",4.654,0.006510,1.052
190,CURRENT OPINION IN NEUROLOGY,"5,290",4.647,0.009650,1.597
191,Stem Cell Research & Therapy,"6,132",4.627,0.015810,1.211
192,EXPERT OPINION ON THERAPEUTIC TARGETS,"4,703",4.621,0.008050,1.168
193,INTERNATIONAL JOURNAL OF ANTIMICROBIAL AGENTS,"11,529",4.615,0.016990,1.304
194,MOLECULAR NEUROBIOLOGY,"12,806",4.586,0.027550,1.080
195,SLEEP,"21,434",4.571,0.024230,1.773
196,Current Neuropharmacology,"3,508",4.568,0.005650,1.305
197,EXPERIMENTAL NEUROLOGY,"20,500",4.562,0.023430,1.407
198,HUMAN BRAIN MAPPING,"22,040",4.554,0.043220,1.784
199,Journal of Neural Engineering,"7,336",4.551,0.012180,1.275
200,Expert Review of Vaccines,"4,147",4.531,0.009500,1.326
201,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,"20,697",4.527,0.022580,0.758
202,JOURNAL OF CELLULAR PHYSIOLOGY,"20,046",4.522,0.018570,0.978
203,Antioxidants,882,4.520,0.001690,Not Available
204,AIDS,"19,276",4.499,0.038330,1.880
205,International Journal of Nanomedicine,"20,118",4.471,0.027770,0.826
206,EUROPEAN NEUROPSYCHOPHARMACOLOGY,"7,488",4.468,0.015500,1.300
207,Cancer Biology & Medicine,"1,043",4.467,0.003040,Not Available
208,Therapeutic Advances in Chronic Disease,655,4.455,0.001750,Not Available
209,Journal of Pharmaceutical Analysis,"1,084",4.440,0.002050,Not Available
210,CEPHALALGIA,"9,983",4.438,0.014470,1.721
211,JOURNAL OF MOLECULAR DIAGNOSTICS,"3,673",4.426,0.008880,1.665
212,CANCER CYTOPATHOLOGY,"2,863",4.425,0.005450,0.959
213,Expert Opinion on Drug Discovery,"3,097",4.421,0.006350,1.065
214,EXPERT REVIEWS IN MOLECULAR MEDICINE,"1,758",4.407,0.001450,1.413
215,mAbs,"4,415",4.405,0.011150,1.408
216,CLINICAL TOXICOLOGY,"3,750",4.398,0.007060,1.086
216,NEUROBIOLOGY OF AGING,"22,409",4.398,0.037070,1.549
218,MOLECULAR PHARMACEUTICS,"16,792",4.396,0.028020,0.992
219,EUROPEAN JOURNAL OF NEUROLOGY,"10,488",4.387,0.016970,1.215
220,NEUROPHARMACOLOGY,"20,604",4.367,0.034440,1.255
221,JOURNAL OF CONSULTING AND CLINICAL PSYCHOLOGY,"23,559",4.358,0.014900,2.171
222,JOURNAL OF CLINICAL CHILD AND ADOLESCENT PSYCHOLOGY,"5,622",4.356,0.008130,1.716
223,PROGRESS IN NEURO-PSYCHOPHARMACOLOGY & BIOLOGICAL PSYCHIATRY,"10,674",4.315,0.012390,1.028
224,BEHAVIOUR RESEARCH AND THERAPY,"17,427",4.309,0.013910,1.639
225,CYTOTHERAPY,"5,969",4.297,0.009690,1.008
226,Cognitive Computation,"1,578",4.287,0.002230,0.515
226,JOURNAL OF INHERITED METABOLIC DISEASE,"5,868",4.287,0.008410,1.361
228,CORTEX,"10,302",4.275,0.024580,1.703
229,Current Opinion in HIV and AIDS,"2,426",4.268,0.008520,1.713
230,JOURNAL OF GENERAL PHYSIOLOGY,"8,352",4.258,0.008260,1.695
231,JOURNAL OF NATURAL PRODUCTS,"25,908",4.257,0.021150,0.827
232,Immunity & Ageing,838,4.250,0.001420,0.775
233,Neuroscience Bulletin,"2,027",4.246,0.004060,0.817
234,JOURNAL OF PSYCHOPHARMACOLOGY,"6,460",4.221,0.010110,1.205
235,INTERNATIONAL JOURNAL OF PHARMACEUTICS,"47,453",4.213,0.038610,0.708
236,INTERNATIONAL JOURNAL OF NEUROPSYCHOPHARMACOLOGY,"6,551",4.207,0.012310,1.188
237,CNS DRUGS,"4,602",4.192,0.007180,1.278
238,PPAR Research,"1,434",4.186,0.001600,0.842
239,CARDIOVASCULAR DRUGS AND THERAPY,"2,109",4.181,0.003140,0.842
240,PHYTOMEDICINE,"9,672",4.180,0.008250,0.674
241,JOURNAL OF FOOD AND DRUG ANALYSIS,"3,071",4.176,0.004570,0.754
242,INTERNATIONAL IMMUNOLOGY,"6,031",4.168,0.005150,1.276
243,ARCHIVES OF PATHOLOGY & LABORATORY MEDICINE,"10,039",4.151,0.012630,1.062
244,IMMUNOLOGY,"11,257",4.147,0.012180,1.208
245,JOURNAL OF NEUROSCIENCE RESEARCH,"12,976",4.139,0.010050,0.902
246,ANTIVIRAL RESEARCH,"8,440",4.130,0.015970,1.137
247,JOURNAL OF CLINICAL IMMUNOLOGY,"4,792",4.128,0.007570,1.074
248,AMERICAN JOURNAL OF PHYSIOLOGY-ENDOCRINOLOGY AND METABOLISM,"19,036",4.125,0.017230,1.277
249,Journal of Translational Medicine,"10,831",4.098,0.022890,1.078
250,Journal of Innate Immunity,"2,003",4.085,0.004370,1.195
251,AMERICAN JOURNAL OF PHYSIOLOGY-LUNG CELLULAR AND MOLECULAR PHYSIOLOGY,"13,709",4.060,0.016520,1.209
252,Molecular Brain,"2,467",4.051,0.007180,1.377
253,AMERICAN JOURNAL OF PHYSIOLOGY-HEART AND CIRCULATORY PHYSIOLOGY,"27,828",4.048,0.022800,1.069
254,EXPERT OPINION ON INVESTIGATIONAL DRUGS,"4,587",4.031,0.006810,0.933
255,Journal of Ginseng Research,"1,685",4.029,0.002440,0.634
256,Disease Models & Mechanisms,"5,133",4.028,0.013930,1.631
257,JOURNAL OF ENZYME INHIBITION AND MEDICINAL CHEMISTRY,"4,637",4.027,0.005730,0.474
258,JOURNAL OF CLINICAL PSYCHIATRY,"19,074",4.023,0.019880,1.725
259,Asian Journal of Pharmaceutical Sciences,"1,525",4.016,0.003060,Not Available
260,PSYCHONEUROENDOCRINOLOGY,"16,809",4.013,0.028130,1.444
261,JOURNAL OF LEUKOCYTE BIOLOGY,"16,921",4.012,0.019560,1.353
262,ACTA PHARMACOLOGICA SINICA,"8,687",4.010,0.009090,0.850
263,NEUROCHEMISTRY INTERNATIONAL,"8,775",3.994,0.009020,0.836
264,CTS-Clinical and Translational Science,"1,351",3.989,0.003190,0.712
265,CURRENT ALLERGY AND ASTHMA REPORTS,"2,600",3.982,0.005460,0.980
266,International Journal of Sports Physiology and Performance,"4,936",3.979,0.009650,0.934
267,Journal of Chemical Information and Modeling,"16,352",3.966,0.020080,1.125
268,ALLERGOLOGY INTERNATIONAL,"2,061",3.965,0.003810,0.961
269,NUTRITIONAL NEUROSCIENCE,"1,778",3.950,0.002260,0.725
270,IMMUNOLOGY AND CELL BIOLOGY,"5,452",3.947,0.008820,1.413
271,Frontiers in Systems Neuroscience,"4,801",3.928,0.015360,Not Available
272,JOURNAL OF HEADACHE AND PAIN,"3,308",3.918,0.007210,1.136
273,Expert Review of Clinical Immunology,"2,562",3.907,0.006620,0.918
274,Frontiers in Cellular Neuroscience,"9,711",3.900,0.035850,1.478
275,PHARMACEUTICAL RESEARCH,"21,414",3.896,0.013960,0.795
276,Toxins,"7,709",3.895,0.015920,0.842
277,CURRENT MEDICINAL CHEMISTRY,"16,061",3.894,0.014540,0.788
278,Journal of Neuroimmune Pharmacology,"2,486",3.870,0.004740,1.103
279,BRITISH JOURNAL OF CLINICAL PHARMACOLOGY,"14,156",3.867,0.018840,1.198
280,JAIDS-JOURNAL OF ACQUIRED IMMUNE DEFICIENCY SYNDROMES,"14,479",3.863,0.037150,1.671
281,ACS Chemical Neuroscience,"5,238",3.861,0.013310,1.109
282,HUMAN GENE THERAPY,"5,639",3.855,0.007540,1.267
283,MOLECULAR PHARMACOLOGY,"17,317",3.853,0.013060,1.227
284,Frontiers in Pharmacology,"11,518",3.845,0.028540,1.047
285,Toxin Reviews,600,3.840,0.000810,0.434
286,INFLAMMOPHARMACOLOGY,"1,522",3.838,0.001770,0.679
287,DRUG DELIVERY,"4,394",3.829,0.006330,0.609
288,CELLULAR AND MOLECULAR NEUROBIOLOGY,"4,488",3.811,0.005740,0.720
289,ASSESSMENT,"4,413",3.804,0.007380,1.654
290,NEUROGASTROENTEROLOGY AND MOTILITY,"8,314",3.803,0.014500,1.127
291,JOURNAL OF INVESTIGATIONAL ALLERGOLOGY AND CLINICAL IMMUNOLOGY,"2,192",3.802,0.002210,0.698
292,AQUATIC TOXICOLOGY,"15,194",3.794,0.014410,0.767
293,Nucleic Acid Therapeutics,854,3.780,0.003000,1.087
294,FOOD AND CHEMICAL TOXICOLOGY,"26,870",3.775,0.022540,0.755
295,Marine Drugs,"11,032",3.772,0.016940,0.780
296,PHYTOTHERAPY RESEARCH,"13,215",3.766,0.008680,0.553
297,AMERICAN JOURNAL OF PATHOLOGY,"38,051",3.762,0.026180,1.364
298,JOURNAL OF NEUROTRAUMA,"14,754",3.754,0.019760,1.218
299,GENE THERAPY,"7,223",3.749,0.007030,0.947
300,BIOMEDICINE & PHARMACOTHERAPY,"14,983",3.743,0.023470,0.612
301,Mycotoxin Research,981,3.741,0.001160,0.615
302,ACS Medicinal Chemistry Letters,"5,475",3.737,0.013670,0.965
303,AMERICAN JOURNAL OF PHYSIOLOGY-GASTROINTESTINAL AND LIVER PHYSIOLOGY,"14,295",3.729,0.014090,1.111
304,Fluids and Barriers of the CNS,"1,127",3.727,0.002640,Not Available
305,Frontiers in Molecular Neuroscience,"4,752",3.720,0.014220,1.346
306,CLINICAL AND EXPERIMENTAL IMMUNOLOGY,"13,463",3.711,0.013870,1.043
306,DNA REPAIR,"5,058",3.711,0.011920,1.374
308,PHARMACOECONOMICS,"4,775",3.705,0.009090,1.500
309,EXPERT OPINION ON THERAPEUTIC PATENTS,"2,949",3.699,0.005460,0.821
310,Journal of Parkinsons Disease,"1,768",3.698,0.006340,1.239
311,Annals of Translational Medicine,"3,430",3.689,0.010900,Not Available
312,Orphanet Journal of Rare Diseases,"6,654",3.687,0.015850,1.344
313,LABORATORY INVESTIGATION,"10,025",3.684,0.009110,1.162
313,World Allergy Organization Journal,"1,733",3.684,0.003150,Not Available
315,CLINICAL NEUROPHYSIOLOGY,"19,574",3.675,0.021420,1.117
316,Social Cognitive and Affective Neuroscience,"6,966",3.662,0.020900,1.626
317,Frontiers in Neuroscience,"13,198",3.648,0.042980,1.360
318,SAUDI PHARMACEUTICAL JOURNAL,"2,321",3.643,0.003870,0.603
319,Conservation Physiology,"1,126",3.634,0.003890,1.100
320,Frontiers in Aging Neuroscience,"6,791",3.633,0.020920,1.192
321,Brain Structure & Function,"6,077",3.622,0.019510,1.413
322,Future Medicinal Chemistry,"3,838",3.617,0.007220,0.909
323,JOURNAL OF PHARMACOLOGY AND EXPERIMENTAL THERAPEUTICS,"29,102",3.615,0.016910,1.128
324,MOLECULAR GENETICS AND METABOLISM,"7,018",3.610,0.009890,1.012
325,BIOLOGY OF BLOOD AND MARROW TRANSPLANTATION,"10,501",3.599,0.023950,1.301
326,NEURAL PLASTICITY,"3,691",3.591,0.010500,1.043
327,Journal of Neurodevelopmental Disorders,"1,253",3.590,0.003420,1.381
328,EXPERT OPINION ON BIOLOGICAL THERAPY,"4,481",3.585,0.007730,0.849
328,TOXICOLOGY AND APPLIED PHARMACOLOGY,"19,624",3.585,0.016710,0.834
330,Journal of NeuroEngineering and Rehabilitation,"4,974",3.582,0.008790,1.085
331,Journal of Clinical Lipidology,"2,951",3.581,0.007840,1.145
331,Neurophotonics,809,3.581,0.002760,1.078
333,TOXICOLOGICAL SCIENCES,"17,362",3.564,0.015520,0.972
334,ANNALS OF ALLERGY ASTHMA & IMMUNOLOGY,"7,962",3.560,0.009600,0.907
335,CLINICAL CHILD AND FAMILY PSYCHOLOGY REVIEW,"2,667",3.558,0.002540,1.749
336,AMERICAN JOURNAL OF PHYSIOLOGY-CELL PHYSIOLOGY,"15,579",3.553,0.013140,1.088
337,CLINICAL IMMUNOLOGY,"8,204",3.548,0.010490,1.062
338,TOXICOLOGY,"13,936",3.547,0.009240,0.816
339,AAPS Journal,"5,918",3.545,0.009160,1.014
339,MEDIATORS OF INFLAMMATION,"11,203",3.545,0.026320,0.994
341,Wiley Interdisciplinary Reviews-Systems Biology and Medicine,"1,165",3.542,0.002190,1.053
342,EUROPEAN JOURNAL OF PHARMACEUTICAL SCIENCES,"13,111",3.532,0.014740,0.701
343,ADVANCES IN ANATOMIC PATHOLOGY,"1,518",3.530,0.002250,0.908
343,HEALTH PSYCHOLOGY,"11,641",3.530,0.016190,1.633
345,DRUG SAFETY,"5,301",3.526,0.006980,1.105
346,INTERNATIONAL JOURNAL OF EATING DISORDERS,"8,728",3.523,0.008900,1.008
