"Journal Data Filtered By:  Selected JCR Year: 2018 Selected Editions: SCIE,SSCI Selected Categories: 'BIOTECHNOLOGY & APPLIED MICROBIOLOGY' Selected Category Scheme: WoS",,,,,
Rank,Full Journal Title,Total Cites,Journal Impact Factor,Eigenfactor Score,Article Influence Score
77,Biotechnology & Genetic Engineering Reviews,524,2.571,0.000220,0.408
78,BIODEGRADATION,"2,918",2.534,0.001670,0.530
79,BMC BIOINFORMATICS,"30,607",2.511,0.045700,1.247
79,MOLECULAR AND CELLULAR PROBES,"1,950",2.511,0.002110,0.534
81,FEMS YEAST RESEARCH,"4,334",2.458,0.005730,0.865
82,JOURNAL OF ANTIBIOTICS,"8,442",2.446,0.005350,0.580
83,BIOTECHNOLOGY PROGRESS,"8,426",2.406,0.005710,0.502
84,YEAST,"4,355",2.395,0.002540,0.846
85,BIOPROCESS AND BIOSYSTEMS ENGINEERING,"4,024",2.371,0.005990,0.425
86,MAMMALIAN GENOME,"2,715",2.343,0.003410,0.957
87,Advances in Biochemical Engineering-Biotechnology,"2,261",2.341,0.002540,0.692
88,BMC BIOTECHNOLOGY,"3,504",2.303,0.004960,0.736
88,International Journal of Genomics,740,2.303,0.002170,0.585
90,JOURNAL OF BIOMOLECULAR SCREENING,"2,934",2.297,0.004290,0.660
91,MUTATION RESEARCH-GENETIC TOXICOLOGY AND ENVIRONMENTAL MUTAGENESIS,"6,318",2.256,0.003920,0.498
92,AMB Express,"1,906",2.226,0.003920,0.509
93,PLANT CELL TISSUE AND ORGAN CULTURE,"6,382",2.200,0.005350,0.380
94,Biomed Research International,"36,776",2.197,0.109800,0.666
95,SLAS Discovery,347,2.192,0.001130,0.717
96,BIOTECHNOLOGY LETTERS,"10,296",2.154,0.007690,0.429
97,GENOME,"4,264",2.152,0.002730,0.541
98,APPLIED BIOCHEMISTRY AND BIOTECHNOLOGY,"12,340",2.140,0.013000,0.388
99,Human Gene Therapy Methods,410,2.089,0.001220,0.602
100,ELECTRONIC JOURNAL OF BIOTECHNOLOGY,"1,692",2.040,0.001820,0.394
101,JOURNAL OF BIOSCIENCE AND BIOENGINEERING,"8,324",2.032,0.007120,0.459
102,MUTATION RESEARCH-FUNDAMENTAL AND MOLECULAR MECHANISMS OF MUTAGENESIS,"7,025",2.011,0.003490,0.721
103,PROTEIN ENGINEERING DESIGN & SELECTION,"4,865",1.980,0.003540,0.770
104,JOURNAL OF BIOACTIVE AND COMPATIBLE POLYMERS,"1,057",1.976,0.000830,0.293
105,JOURNAL OF MICROBIOLOGY AND BIOTECHNOLOGY,"5,420",1.975,0.006830,0.420
106,BIOLOGICALS,"1,511",1.960,0.002330,0.482
107,ENGINEERING IN LIFE SCIENCES,"2,333",1.936,0.002720,0.471
108,Journal of Zhejiang University-SCIENCE B,"2,673",1.879,0.003050,0.420
109,CRITICAL REVIEWS IN EUKARYOTIC GENE EXPRESSION,921,1.841,0.000720,0.368
110,TRANSGENIC RESEARCH,"2,684",1.817,0.002910,0.546
111,LETTERS IN APPLIED MICROBIOLOGY,"7,954",1.805,0.004580,0.456
112,3 Biotech,"2,487",1.786,0.004540,0.375
113,AMERICAN JOURNAL OF ENOLOGY AND VITICULTURE,"5,514",1.783,0.001710,0.441
114,INTERNATIONAL JOURNAL OF BIOLOGICAL MARKERS,831,1.767,0.001070,0.287
115,JOURNAL OF VIROLOGICAL METHODS,"7,508",1.746,0.008670,0.466
116,BIOMARKERS,"2,126",1.730,0.002830,0.466
117,JOURNAL OF APPLIED GENETICS,"1,249",1.725,0.001970,0.515
118,MOLECULAR BIOTECHNOLOGY,"2,848",1.712,0.003060,0.448
119,CYTOTECHNOLOGY,"2,596",1.672,0.003020,0.373
120,JOURNAL OF FOOD SAFETY,"1,290",1.665,0.001280,0.289
121,BIOCATALYSIS AND BIOTRANSFORMATION,991,1.627,0.000660,0.252
122,Current Nanoscience,"1,195",1.586,0.001220,0.179
123,Algorithms for Molecular Biology,719,1.585,0.001730,0.940
124,JOURNAL OF GENE MEDICINE,"1,868",1.561,0.001040,0.485
125,BIOTECHNOLOGY AND APPLIED BIOCHEMISTRY,"2,096",1.559,0.001970,0.317
125,JOURNAL OF FOOD PROTECTION,"13,047",1.559,0.007790,0.413
127,CANADIAN JOURNAL OF MICROBIOLOGY,"6,393",1.550,0.002820,0.399
128,Bioengineered,662,1.544,0.001630,0.411
129,INDIAN JOURNAL OF MICROBIOLOGY,"1,363",1.533,0.001320,0.287
130,FOOD TECHNOLOGY AND BIOTECHNOLOGY,"2,039",1.517,0.001290,0.327
131,JOURNAL OF MOLECULAR MICROBIOLOGY AND BIOTECHNOLOGY,"1,532",1.457,0.001130,0.450
132,Cellular Reprogramming,674,1.453,0.001200,0.377
133,FOLIA MICROBIOLOGICA,"1,945",1.448,0.001670,0.357
134,BIOTECHNOLOGY AND BIOPROCESS ENGINEERING,"2,451",1.438,0.002400,0.296
135,ANNALS OF MICROBIOLOGY,"2,607",1.431,0.003470,0.308
136,NEW GENETICS AND SOCIETY,380,1.353,0.000490,0.400
137,BIOSCIENCE BIOTECHNOLOGY AND BIOCHEMISTRY,"12,501",1.297,0.007020,0.309
138,PROTEIN EXPRESSION AND PURIFICATION,"5,010",1.291,0.004280,0.351
139,ANIMAL BIOTECHNOLOGY,470,1.263,0.000580,0.253
140,Plant Biotechnology Reports,694,1.259,0.001160,0.401
141,INTERNATIONAL MICROBIOLOGY,"1,306",1.256,0.000690,0.432
142,PLANT BREEDING,"3,402",1.251,0.002700,0.404
143,JOURNAL OF GENERAL AND APPLIED MICROBIOLOGY,"1,500",1.172,0.000960,0.320
144,PREPARATIVE BIOCHEMISTRY & BIOTECHNOLOGY,817,1.117,0.001110,0.197
145,BIOTECHNOLOGY & BIOTECHNOLOGICAL EQUIPMENT,"1,764",1.097,0.002640,0.249
146,Crop Breeding and Applied Biotechnology,692,1.026,0.000750,0.222
147,BIOCONTROL SCIENCE AND TECHNOLOGY,"2,264",1.000,0.001990,0.255
148,BIOTECHNIC & HISTOCHEMISTRY,"1,018",0.948,0.001000,0.227
149,Plant Biotechnology,943,0.886,0.000920,0.267
150,JOURNAL OF COMPUTATIONAL BIOLOGY,"4,056",0.879,0.003300,0.568
151,Iranian Journal of Biotechnology,319,0.861,0.000280,0.125
152,CHEMICAL AND BIOCHEMICAL ENGINEERING QUARTERLY,844,0.859,0.000770,0.214
153,BIOCONTROL SCIENCE,358,0.806,0.000360,0.170
154,JOURNAL OF THE AMERICAN SOCIETY OF BREWING CHEMISTS,756,0.792,0.000320,0.126
155,Genes & Genomics,574,0.759,0.001050,0.151
156,APPLIED BIOCHEMISTRY AND MICROBIOLOGY,"1,532",0.727,0.000940,0.128
157,FOOD BIOTECHNOLOGY,510,0.676,0.000270,0.214
158,MINERVA BIOTECNOLOGICA,118,0.596,0.000090,0.047
159,Romanian Biotechnological Letters,813,0.590,0.000620,0.080
160,INDIAN JOURNAL OF BIOTECHNOLOGY,801,0.343,0.000540,0.102
161,BIOPHARM INTERNATIONAL,277,0.263,0.000340,0.067
162,BIOTECHNOLOGY LAW REPORT,42,0.138,0.000050,0.030
Copyright © 2019 Clarivate Analytics,,,,,
"By exporting the selected data, you agree to the data usage policy set forth in the Terms of Use",,,,,
