"Journal Data Filtered By:  Selected JCR Year: 2018 Selected Editions: SCIE,SSCI Selected Categories: 'ANTHROPOLOGY','DEMOGRAPHY','ETHNIC STUDIES','FAMILY STUDIES','SOCIAL ISSUES','SOCIAL SCIENCES, INTERDISCIPLINARY','SOCIAL SCIENCES, MATHEMATICAL METHODS','SOCIAL WORK','SOCIOLOGY','WOMENS STUDIES' Selected Category Scheme: WoS",,,,,
Rank,Full Journal Title,Total Cites,Journal Impact Factor,Eigenfactor Score,Article Influence Score
311,SOCIAL WORK IN HEALTH CARE,"1,071",1.097,0.001170,0.326
312,JOURNAL OF SOCIOLOGY,977,1.096,0.001590,0.505
313,Anthropology & Medicine,406,1.095,0.000490,0.329
314,JOURNAL OF LAW AND SOCIETY,867,1.086,0.000590,0.340
315,POPULATION RESEARCH AND POLICY REVIEW,"1,118",1.082,0.001560,0.631
316,Polar-Political and Legal Anthropology Review,393,1.080,0.000890,0.624
317,JOURNAL OF COMMUNITY PSYCHOLOGY,"3,066",1.076,0.001880,0.408
317,Revista de Cercetare si Interventie Sociala,342,1.076,0.000420,0.093
319,SOCIAL SCIENCE JOURNAL,"1,059",1.071,0.001420,0.375
320,Econometric Reviews,"1,411",1.070,0.004010,1.340
321,Ethnicities,846,1.066,0.001360,0.553
322,HUMAN BIOLOGY,"1,828",1.061,0.000940,0.642
323,EUROPEAN JOURNAL OF MIGRATION AND LAW,328,1.057,0.000430,0.374
324,DISSENT,296,1.056,0.000820,0.286
325,City & Community,732,1.055,0.001030,0.697
325,Innovation-The European Journal of Social Science Research,550,1.055,0.000520,0.293
327,New Perspectives on Turkey,165,1.053,0.000240,0.356
328,SYSTEMS RESEARCH AND BEHAVIORAL SCIENCE,"1,032",1.052,0.001030,0.297
329,JOURNAL OF BIOSOCIAL SCIENCE,"1,418",1.050,0.001520,0.417
330,Human Service Organizations Management Leadership & Governance,158,1.044,0.000360,0.203
331,KENNEDY INSTITUTE OF ETHICS JOURNAL,416,1.043,0.000460,0.375
332,IDENTITIES-GLOBAL STUDIES IN CULTURE AND POWER,742,1.037,0.001610,0.564
333,Ethnography,"1,034",1.034,0.001140,0.655
334,INTERNATIONAL JOURNAL OF SOCIAL WELFARE,"1,068",1.031,0.001200,0.491
335,Empirical Economics,"2,233",1.029,0.004270,0.483
336,AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK,603,1.028,0.000670,0.283
336,JOURNAL OF FAMILY VIOLENCE,"2,654",1.028,0.002630,0.460
338,EUROPEAN JOURNAL OF WOMENS STUDIES,760,1.023,0.000700,0.435
339,TEACHING SOCIOLOGY,721,1.019,0.000230,0.131
340,Astin Bulletin,868,1.017,0.001200,0.733
341,International Feminist Journal of Politics,892,1.014,0.001380,0.618
342,Asian American Journal of Psychology,500,1.000,0.001240,0.605
342,Asian Population Studies,265,1.000,0.000340,0.300
342,KOLNER ZEITSCHRIFT FUR SOZIOLOGIE UND SOZIALPSYCHOLOGIE,604,1.000,0.000690,0.274
342,Women & Criminal Justice,397,1.000,0.000440,Not Available
346,OXFORD BULLETIN OF ECONOMICS AND STATISTICS,"3,098",0.989,0.002940,1.001
347,COMPARATIVE STUDIES IN SOCIETY AND HISTORY,"1,730",0.985,0.001780,0.802
347,HUMAN RIGHTS QUARTERLY,"1,469",0.985,0.001090,0.504
349,LATIN AMERICAN ANTIQUITY,735,0.983,0.000530,0.308
350,REVIEW OF RELIGIOUS RESEARCH,814,0.981,0.000770,0.436
351,Qualitative Sociology,"1,271",0.977,0.001340,0.920
352,CULTURAL STUDIES,"1,619",0.963,0.001690,0.581
352,Journal of Child Sexual Abuse,"1,048",0.963,0.001360,0.381
354,JOURNAL OF MATERIAL CULTURE,593,0.958,0.000610,0.417
355,CRIME LAW AND SOCIAL CHANGE,958,0.952,0.001050,0.334
355,SOCIAL WORK RESEARCH,841,0.952,0.000530,0.355
357,FAMILY & COMMUNITY HEALTH,796,0.947,0.000890,0.409
357,Social Science Japan Journal,115,0.947,0.000130,0.211
359,JOURNAL OF WOMEN & AGING,520,0.946,0.000440,0.225
359,Qualitative Social Work,879,0.946,0.000970,0.325
361,Sociology Compass,"1,400",0.944,0.003150,Not Available
362,Analyses of Social Issues and Public Policy,564,0.933,0.001170,0.986
363,FEMINIST REVIEW,929,0.932,0.000770,0.627
364,CANADIAN JOURNAL OF SOCIOLOGY-CAHIERS CANADIENS DE SOCIOLOGIE,426,0.929,0.000300,0.260
365,ANTHROPOLOGICAL QUARTERLY,"1,094",0.924,0.001310,0.580
366,Journal of Family and Economic Issues,800,0.921,0.000780,Not Available
367,CRITIQUE OF ANTHROPOLOGY,551,0.911,0.000830,0.593
367,Longitudinal and Life Course Studies,260,0.911,0.000770,Not Available
369,WOMENS STUDIES INTERNATIONAL FORUM,"1,797",0.907,0.002460,0.462
