"Journal Data Filtered By:  Selected JCR Year: 2017 Selected Editions: SCIE,SSCI Selected Categories: 'ENTOMOLOGY' Selected Category Scheme: WoS",,,
Rank,Full Journal Title,Journal Impact Factor,Article Influence Score
69,INTERNATIONAL JOURNAL OF TROPICAL INSECT SCIENCE,0.659,0.175
70,ARTHROPODA SELECTA,0.633,Not Available
71,COLEOPTERISTS BULLETIN,0.632,0.212
72,PROCEEDINGS OF THE ENTOMOLOGICAL SOCIETY OF WASHINGTON,0.619,0.170
73,NEW ZEALAND ENTOMOLOGIST,0.615,0.205
74,SOCIOBIOLOGY,0.604,0.154
75,INTERNATIONAL JOURNAL OF ODONATOLOGY,0.600,0.218
76,AQUATIC INSECTS,0.583,0.171
77,ACTA ENTOMOLOGICA MUSEI NATIONALIS PRAGAE,0.561,0.200
78,PAN-PACIFIC ENTOMOLOGIST,0.526,0.187
79,AFRICAN INVERTEBRATES,0.516,0.146
80,ANNALES DE LA SOCIETE ENTOMOLOGIQUE DE FRANCE,0.515,0.195
81,AFRICAN ENTOMOLOGY,0.508,0.149
82,JOURNAL OF THE LEPIDOPTERISTS SOCIETY,0.463,0.156
83,ENTOMOLOGICAL RESEARCH,0.462,0.101
83,SOUTHWESTERN ENTOMOLOGIST,0.462,0.112
85,TRANSACTIONS OF THE AMERICAN ENTOMOLOGICAL SOCIETY,0.457,0.057
86,ENTOMOLOGICAL NEWS,0.456,0.141
87,TURKIYE ENTOMOLOJI DERGISI-TURKISH JOURNAL OF ENTOMOLOGY,0.388,0.114
88,REVISTA DE LA SOCIEDAD ENTOMOLOGICA ARGENTINA,0.380,Not Available
89,JAPANESE JOURNAL OF APPLIED ENTOMOLOGY AND ZOOLOGY,0.317,0.059
90,JOURNAL OF THE KANSAS ENTOMOLOGICAL SOCIETY,0.299,0.184
91,JOURNAL OF THE ENTOMOLOGICAL RESEARCH SOCIETY,0.293,0.121
92,ENTOMOLOGICA FENNICA,0.256,0.112
93,SHILAP-REVISTA DE LEPIDOPTEROLOGIA,0.223,0.061
94,REVISTA COLOMBIANA DE ENTOMOLOGIA,0.203,0.144
95,ORIENTAL INSECTS,0.195,0.049
96,Egyptian Journal of Biological Pest Control,0.163,0.039
Copyright © 2019 Clarivate Analytics,,,
"By exporting the selected data, you agree to the data usage policy set forth in the Terms of Use",,,
