"Journal Data Filtered By:  Selected JCR Year: 2018 Selected Editions: SCIE,SSCI Selected Categories: 'FOOD SCIENCE & TECHNOLOGY' Selected Category Scheme: WoS",,,,,
Rank,Full Journal Title,Total Cites,Journal Impact Factor,Eigenfactor Score,Article Influence Score
64,JOURNAL OF FOOD SCIENCE AND TECHNOLOGY-MYSORE,"8,165",1.850,0.013590,0.406
65,STARCH-STARKE,"4,386",1.795,0.003320,0.395
66,AMERICAN JOURNAL OF ENOLOGY AND VITICULTURE,"5,514",1.783,0.001710,0.441
67,Food Science & Nutrition,"1,068",1.747,0.002380,Not Available
68,JOURNAL OF THE AMERICAN OIL CHEMISTS SOCIETY,"11,800",1.720,0.004130,0.354
69,British Food Journal,"3,864",1.717,0.002900,0.277
70,SOUTH AFRICAN JOURNAL OF ENOLOGY AND VITICULTURE,710,1.692,0.000650,0.334
71,JOURNAL OF FOOD SAFETY,"1,290",1.665,0.001280,0.289
72,Agribusiness,981,1.635,0.000740,0.330
73,CyTA-Journal of Food,829,1.605,0.001540,0.315
74,Food Structure-Netherlands,206,1.574,0.000540,Not Available
75,JOURNAL OF TEXTURE STUDIES,"1,944",1.565,0.001020,0.308
76,Applied Biological Chemistry,330,1.559,0.000640,0.263
76,JOURNAL OF FOOD PROTECTION,"13,047",1.559,0.007790,0.413
78,FOOD AND NUTRITION BULLETIN,"2,596",1.523,0.002390,0.598
79,INTERNATIONAL JOURNAL OF DAIRY TECHNOLOGY,"1,617",1.522,0.001350,0.289
79,Journal of Wine Economics,306,1.522,0.000400,Not Available
81,FOOD TECHNOLOGY AND BIOTECHNOLOGY,"2,039",1.517,0.001290,0.327
82,POLISH JOURNAL OF FOOD AND NUTRITION SCIENCES,889,1.514,0.000680,0.328
83,OENO One,76,1.479,0.000260,0.422
84,JOURNAL OF FOOD PROCESS ENGINEERING,"1,777",1.448,0.001940,0.249
85,JOURNAL INTERNATIONAL DES SCIENCES DE LA VIGNE ET DU VIN,467,1.444,0.000300,0.253
86,JOURNAL OF DAIRY RESEARCH,"3,069",1.421,0.001740,0.394
87,Journal of Food Measurement and Characterization,741,1.415,0.001320,0.215
88,INTERNATIONAL JOURNAL OF FOOD PROPERTIES,"3,130",1.398,0.004100,0.240
89,FLAVOUR AND FRAGRANCE JOURNAL,"2,901",1.377,0.001210,0.381
90,JOURNAL OF FOOD QUALITY,"1,525",1.360,0.001480,0.282
91,JOURNAL OF FOOD BIOCHEMISTRY,"1,868",1.358,0.001400,0.227
92,BIOSCIENCE BIOTECHNOLOGY AND BIOCHEMISTRY,"12,501",1.297,0.007020,0.309
93,CEREAL CHEMISTRY,"6,560",1.289,0.002040,0.316
94,JOURNAL OF FOOD PROCESSING AND PRESERVATION,"3,279",1.288,0.004640,0.243
95,JOURNAL OF ESSENTIAL OIL RESEARCH,"2,552",1.233,0.001170,0.254
96,Food Science and Technology,"1,046",1.223,0.002280,0.290
97,FOOD SCIENCE AND TECHNOLOGY INTERNATIONAL,"2,015",1.221,0.001220,0.311
98,Journal of Oleo Science,"1,932",1.208,0.002150,0.237
99,JOURNAL OF AOAC INTERNATIONAL,"5,167",1.201,0.003030,0.226
100,AGRICULTURAL AND FOOD SCIENCE,631,1.200,0.000810,0.435
101,Korean Journal for Food Science of Animal Resources,786,1.145,0.001510,0.215
102,JOURNAL OF THE INSTITUTE OF BREWING,"1,997",0.994,0.001170,0.240
103,International Journal of Food Engineering,781,0.951,0.000910,0.165
104,Journal of Food and Nutrition Research,392,0.927,0.000440,0.176
105,Emirates Journal of Food and Agriculture,765,0.921,0.001380,0.177
106,Journal of Oil Palm Research,497,0.893,0.000340,0.111
107,GRASAS Y ACEITES,"1,279",0.891,0.000780,0.228
108,FOOD SCIENCE AND BIOTECHNOLOGY,"2,926",0.888,0.003550,0.199
109,Ciencia e Tecnica Vitivinicola,110,0.875,0.000130,0.204
110,CZECH JOURNAL OF FOOD SCIENCES,"1,394",0.846,0.001110,0.220
111,Chemosensory Perception,373,0.824,0.000590,0.479
112,JOURNAL OF THE AMERICAN SOCIETY OF BREWING CHEMISTS,756,0.792,0.000320,0.126
113,ITALIAN JOURNAL OF FOOD SCIENCE,645,0.736,0.000600,0.141
114,Quality Assurance and Safety of Crops & Foods,303,0.735,0.000520,0.133
115,Journal of Aquatic Food Product Technology,658,0.707,0.000690,0.131
116,Rivista Italiana delle Sostanze Grasse,223,0.694,0.000150,0.097
117,FOOD BIOTECHNOLOGY,510,0.676,0.000270,0.214
118,International Food Research Journal,"3,108",0.662,0.003630,Not Available
119,IRISH JOURNAL OF AGRICULTURAL AND FOOD RESEARCH,413,0.645,0.000300,0.294
120,Journal of Consumer Protection and Food Safety,427,0.641,0.000440,0.148
121,FOOD AND DRUG LAW JOURNAL,266,0.619,0.000270,0.181
122,Natural Product Communications,"3,699",0.554,0.004260,0.141
123,ACTA ALIMENTARIA,456,0.547,0.000410,0.084
124,CEREAL FOODS WORLD,727,0.509,0.000280,0.180
125,Sugar Industry-Zuckerindustrie,287,0.495,0.000160,0.049
126,FOOD SCIENCE AND TECHNOLOGY RESEARCH,"1,222",0.448,0.001130,0.139
127,Food Hygiene and Safety Science,164,0.357,0.000230,0.080
128,Journal of Food Safety and Food Quality-Archiv fur Lebensmittelhygiene,140,0.282,0.000050,0.038
129,JOURNAL OF THE JAPANESE SOCIETY FOR FOOD SCIENCE AND TECHNOLOGY-NIPPON SHOKUHIN KAGAKU KOGAKU KAISHI,641,0.262,0.000230,0.043
130,LISTY CUKROVARNICKE A REPARSKE,73,0.257,0.000050,0.015
131,MITTEILUNGEN KLOSTERNEUBURG,79,0.217,0.000060,0.031
132,FLEISCHWIRTSCHAFT,291,0.172,0.000080,0.012
133,FOOD TECHNOLOGY,"1,647",0.153,0.000130,0.034
134,INTERNATIONAL SUGAR JOURNAL,293,0.121,0.000160,0.030
135,DEUTSCHE LEBENSMITTEL-RUNDSCHAU,212,0.067,0.000050,0.013
Copyright © 2019 Clarivate Analytics,,,,,
"By exporting the selected data, you agree to the data usage policy set forth in the Terms of Use",,,,,
