"Journal Data Filtered By:  Selected JCR Year: 2017 Selected Editions: SCIE,SSCI Selected Categories: 'MECHANICS' Selected Category Scheme: WoS",,,
Rank,Full Journal Title,Journal Impact Factor,Article Influence Score
85,THEORETICAL AND COMPUTATIONAL FLUID DYNAMICS,1.397,0.646
86,REGULAR & CHAOTIC DYNAMICS,1.383,0.645
87,MECHANICS OF TIME-DEPENDENT MATERIALS,1.364,0.348
88,MICROGRAVITY SCIENCE AND TECHNOLOGY,1.357,0.290
89,JOURNAL OF STRAIN ANALYSIS FOR ENGINEERING DESIGN,1.320,0.344
90,ZAMM-Zeitschrift fur Angewandte Mathematik und Mechanik,1.296,0.527
91,PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART K-JOURNAL OF MULTI-BODY DYNAMICS,1.288,0.340
92,WIND AND STRUCTURES,1.247,0.265
93,HEAT TRANSFER ENGINEERING,1.216,0.288
94,ENGINEERING COMPUTATIONS,1.177,0.337
95,INTERNATIONAL JOURNAL OF NONLINEAR SCIENCES AND NUMERICAL SIMULATION,1.162,0.247
96,Thermophysics and Aeromechanics,1.156,0.130
97,ACTA MECHANICA SOLIDA SINICA,1.149,0.389
98,COMPTES RENDUS MECANIQUE,1.127,0.471
99,MECHANICS BASED DESIGN OF STRUCTURES AND MACHINES,1.115,0.233
100,Journal of Mechanics of Materials and Structures,1.094,0.402
101,Journal of Applied Fluid Mechanics,1.090,0.141
102,JOURNAL OF POROUS MEDIA,1.061,0.158
103,JOURNAL OF MECHANICS,1.046,0.170
104,JOURNAL OF ADHESION SCIENCE AND TECHNOLOGY,1.039,0.228
105,Journal of Mathematical Fluid Mechanics,1.013,0.982
106,QUARTERLY JOURNAL OF MECHANICS AND APPLIED MATHEMATICS,0.972,0.400
107,INTERNATIONAL JOURNAL OF COMPUTATIONAL FLUID DYNAMICS,0.961,0.517
108,KOREA-AUSTRALIA RHEOLOGY JOURNAL,0.954,0.223
109,FLUID DYNAMICS RESEARCH,0.940,0.377
110,ARCHIVES OF MECHANICS,0.938,0.299
111,Latin American Journal of Solids and Structures,0.905,0.242
112,Nonlinear Analysis-Modelling and Control,0.896,0.304
113,INTERNATIONAL JOURNAL OF THERMOPHYSICS,0.829,0.222
114,EXPERIMENTAL TECHNIQUES,0.806,0.216
115,INTERNATIONAL JOURNAL OF APPLIED ELECTROMAGNETICS AND MECHANICS,0.804,0.108
116,Journal of Theoretical and Applied Mechanics,0.783,0.185
117,Journal of Engineering Thermophysics,0.767,0.197
118,Magnetohydrodynamics,0.661,0.220
119,Mechanics & Industry,0.659,0.186
120,Journal of Applied Mechanics and Technical Physics,0.643,0.128
121,Advances in Applied Mathematics and Mechanics,0.636,0.302
122,Mechanics of Solids,0.619,0.087
123,Journal of Vibration Engineering & Technologies,0.615,0.056
124,Fluid Dynamics,0.608,0.119
125,International Journal of Aeroacoustics,0.603,0.332
126,DOKLADY PHYSICS,0.558,0.160
127,HIGH TEMPERATURES-HIGH PRESSURES,0.544,0.181
128,Mechanika,0.529,0.074
129,MECHANICS OF COMPOSITE MATERIALS,0.490,0.127
130,PROGRESS IN COMPUTATIONAL FLUID DYNAMICS,0.472,0.278
131,PMM JOURNAL OF APPLIED MATHEMATICS AND MECHANICS,0.461,0.198
132,NIHON REOROJI GAKKAISHI,0.377,0.078
133,International Journal of Acoustics and Vibration,0.375,0.128
134,SOUND AND VIBRATION,0.098,0.042
Copyright © 2019 Clarivate Analytics,,,
"By exporting the selected data, you agree to the data usage policy set forth in the Terms of Use",,,
