"Journal Data Filtered By:  Selected JCR Year: 2017 Selected Editions: SCIE,SSCI Selected Categories: 'MEDICINE, GENERAL & INTERNAL' Selected Category Scheme: WoS",,,
Rank,Full Journal Title,Journal Impact Factor,Article Influence Score
40,Journal of the American Board of Family Medicine,2.515,0.919
41,Internal and Emergency Medicine,2.453,0.622
42,JOURNAL OF THE FORMOSAN MEDICAL ASSOCIATION,2.452,0.501
43,BMJ Open,2.413,1.004
44,Archives of Medical Science,2.344,0.445
45,Journal of Hospital Medicine,2.331,1.092
46,International Journal of Medical Sciences,2.284,0.589
47,JOURNAL OF MEDICAL ECONOMICS,2.264,Not Available
48,SAMJ SOUTH AFRICAN MEDICAL JOURNAL,2.163,0.575
49,KOREAN JOURNAL OF INTERNAL MEDICINE,2.131,0.514
50,PANMINERVA MEDICA,2.102,0.334
51,JOURNAL OF WOMENS HEALTH,2.097,1.033
52,POSTGRADUATE MEDICAL JOURNAL,2.078,0.603
53,POSTGRADUATE MEDICINE,2.057,0.508
54,BMC Family Practice,2.032,0.726
55,JOURNAL OF INVESTIGATIVE MEDICINE,2.029,0.540
56,MEDICINE,2.028,0.588
57,INTERNATIONAL JOURNAL OF CLINICAL PRACTICE,2.000,0.690
58,AMERICAN FAMILY PHYSICIAN,1.974,0.748
59,UPSALA JOURNAL OF MEDICAL SCIENCES,1.971,0.655
60,World Journal of Clinical Cases,1.931,Not Available
61,SWISS MEDICAL WEEKLY,1.928,0.591
62,CANADIAN FAMILY PHYSICIAN,1.833,0.570
63,PRIMARY CARE,1.827,0.380
64,SCANDINAVIAN JOURNAL OF PRIMARY HEALTH CARE,1.809,0.562
65,JOURNAL OF TRAVEL MEDICINE,1.800,0.562
66,INTERNAL MEDICINE JOURNAL,1.785,0.567
67,CLEVELAND CLINIC JOURNAL OF MEDICINE,1.783,0.539
68,AMERICAN JOURNAL OF THE MEDICAL SCIENCES,1.773,0.500
69,JOURNAL OF URBAN HEALTH-BULLETIN OF THE NEW YORK ACADEMY OF MEDICINE,1.738,0.943
70,Patient Preference and Adherence,1.733,0.579
71,FAMILY PRACTICE,1.675,0.702
72,Journal of the Chinese Medical Association,1.660,0.312
73,Libyan Journal of Medicine,1.656,0.423
74,CHINESE MEDICAL JOURNAL,1.596,0.266
75,JOURNAL OF KOREAN MEDICAL SCIENCE,1.588,0.421
76,YONSEI MEDICAL JOURNAL,1.564,0.415
77,MEDICAL PRINCIPLES AND PRACTICE,1.536,0.339
78,AMERICAN JOURNAL OF MANAGED CARE,1.512,0.879
79,INDIAN JOURNAL OF MEDICAL RESEARCH,1.508,0.450
80,CLINICAL MEDICINE,1.497,0.520
81,JOURNAL OF EVALUATION IN CLINICAL PRACTICE,1.483,0.531
82,Sexual Medicine,1.457,0.470
83,Medicina-Lithuania,1.429,0.264
84,TOHOKU JOURNAL OF EXPERIMENTAL MEDICINE,1.423,0.376
85,CROATIAN MEDICAL JOURNAL,1.422,0.437
86,European Journal of General Practice,1.410,0.453
87,Journal of Research in Medical Sciences,1.391,0.344
88,Revista de Investigacion Clinica-Clinical and Translational Investigation,1.360,0.193
89,Archives of Iranian Medicine,1.254,0.299
90,Clinics,1.245,0.410
91,HONG KONG MEDICAL JOURNAL,1.226,0.318
92,REVISTA CLINICA ESPANOLA,1.184,0.162
93,REVUE DE MEDECINE INTERNE,1.169,0.204
94,MEDICINA CLINICA,1.168,0.235
95,NETHERLANDS JOURNAL OF MEDICINE,1.156,0.548
96,Atencion Primaria,1.148,0.187
97,Danish Medical Journal,1.140,0.439
97,FAMILY MEDICINE,1.140,0.426
99,Journal of Postgraduate Medicine,1.095,0.285
100,SINGAPORE MEDICAL JOURNAL,1.081,0.242
101,Sao Paulo Medical Journal,1.063,0.276
102,SAUDI MEDICAL JOURNAL,1.055,0.201
103,IRISH JOURNAL OF MEDICAL SCIENCE,1.045,0.297
104,WIENER KLINISCHE WOCHENSCHRIFT,1.003,0.238
105,PRESSE MEDICALE,0.920,0.277
106,ACTA CLINICA BELGICA,0.916,0.218
107,MEDICAL PROBLEMS OF PERFORMING ARTISTS,0.910,0.158
108,DM DISEASE-A-MONTH,0.891,0.278
109,Balkan Medical Journal,0.887,0.190
110,Journal of the Royal Army Medical Corps,0.883,0.147
111,SOUTHERN MEDICAL JOURNAL,0.854,0.318
112,African Health Sciences,0.842,0.263
113,ANNALS ACADEMY OF MEDICINE SINGAPORE,0.819,0.309
114,INTERNAL MEDICINE,0.817,0.242
114,ISRAEL MEDICAL ASSOCIATION JOURNAL,0.817,0.262
116,Medizinische Klinik-Intensivmedizin und Notfallmedizin,0.791,0.089
117,Australian Family Physician,0.790,0.244
118,Iranian Red Crescent Medical Journal,0.786,0.213
118,NATIONAL MEDICAL JOURNAL OF INDIA,0.786,0.334
120,MILITARY MEDICINE,0.782,0.338
121,Colombia Medica,0.767,0.235
122,Acta Medica Mediterranea,0.751,0.033
123,Revista da Associacao Medica Brasileira,0.736,0.257
124,JOURNAL OF THE PAKISTAN MEDICAL ASSOCIATION,0.723,0.171
125,Pakistan Journal of Medical Sciences,0.719,0.155
126,Nigerian Journal of Clinical Practice,0.717,0.163
127,International Journal of Osteopathic Medicine,0.704,0.052
128,Bratislava Medical Journal-Bratislavske Lekarske Listy,0.678,0.112
129,Turkish Journal Of Medical Sciences,0.641,0.121
130,ANNALS OF SAUDI MEDICINE,0.633,0.176
131,Acta Medica Portuguesa,0.581,0.127
132,JOURNAL OF FAMILY PRACTICE,0.534,0.201
133,DEUTSCHE MEDIZINISCHE WOCHENSCHRIFT,0.523,0.089
134,MEDICINA-BUENOS AIRES,0.512,0.111
135,JOURNAL OF NIPPON MEDICAL SCHOOL,0.484,0.167
135,Open Medicine,0.484,0.077
137,SCOTTISH MEDICAL JOURNAL,0.481,0.170
138,JOURNAL OF THE NATIONAL MEDICAL ASSOCIATION,0.477,0.321
139,REVISTA MEDICA DE CHILE,0.456,0.106
140,JAAPA-Journal of the American Academy of Physician Assistants,0.452,Not Available
141,INTERNIST,0.440,0.042
142,JCPSP-Journal of the College of Physicians and Surgeons Pakistan,0.439,0.110
143,BRITISH JOURNAL OF HOSPITAL MEDICINE,0.422,0.098
144,Vojnosanitetski Pregled,0.405,0.086
145,Hippokratia,0.403,0.195
146,Acta Clinica Croatica,0.366,0.082
147,Gaceta Medica de Mexico,0.342,0.085
148,ORVOSI HETILAP,0.322,Not Available
149,Srpski Arhiv za Celokupno Lekarstvo,0.300,0.057
150,TERAPEVTICHESKII ARKHIV,0.247,0.028
151,Journal of Nepal Medical Association,0.183,0.047
152,MEDICINA DELLO SPORT,0.172,0.067
153,Laeknabladid,0.155,0.048
154,Kuwait Medical Journal,0.063,0.021
155,BULLETIN DE L ACADEMIE NATIONALE DE MEDECINE,0.031,0.021
Copyright © 2019 Clarivate Analytics,,,
"By exporting the selected data, you agree to the data usage policy set forth in the Terms of Use",,,
